movie	Star Wars: Episode II - Attack of the Clones	2002
director	Lucas, George	Star Wars: Episode II - Attack of the Clones	2002
actress	Talerico, Lisa	Twelve Monkeys	1995	Ticket Agent
actress	Florence, Carol	Twelve Monkeys	1995	Astrophysicist/Jones
actress	Walker, Carolyn	Twelve Monkeys	1995	Terrified Traveler
actress	Golden, Annie	Twelve Monkeys	1995	Woman Cabbie
actress	Hamilton, LisaGay	Twelve Monkeys	1995	Teddy
actress	Zappala, Janet	Twelve Monkeys	1995	Anchorwoman
actress	Harris, Joilet	Twelve Monkeys	1995	Harassed Mother
actress	Johnson, Nell	Twelve Monkeys	1995	Ward Nurse
actress	St. Paule, Irma	Twelve Monkeys	1995	Poet
actress	Stowe, Madeleine	Twelve Monkeys	1995	Kathryn Railly
actress	Dawson, Jodi	Twelve Monkeys	1995	Gift Store Clerk
actor	Lacey, Aaron Michael	Twelve Monkeys	1995	WWI Sergeant
actor	Lippa, Louis	Twelve Monkeys	1995	Patient at Gate
actor	Fennell, Arthur	Twelve Monkeys	1995	Anchorman
actor	McKenna, Joseph	Twelve Monkeys	1995	Wallace
actor	Golden, Lee	Twelve Monkeys	1995	Hotel Clerk
actor	Gorshin, Frank	Twelve Monkeys	1995	Dr. Fletcher
actor	Melito, Joseph	Twelve Monkeys	1995	Young Cole
actor	Meloni, Christopher	Twelve Monkeys	1995	Lt. Halperin
actor	Meshejian, Paul	Twelve Monkeys	1995	Detective Dalva
actor	Morse, David	Twelve Monkeys	1995	Dr. Peters
actor	Hauls Jr., Herbert C.	Twelve Monkeys	1995	Airport Security No. 3
actor	Hobbs Jr., Johnnie	Twelve Monkeys	1995	Officer No. 1
actor	O'Neill, Robert	Twelve Monkeys	1995	Wayne
actor	O'Toole, Harry	Twelve Monkeys	1995	Louie/Raspy Voice
actor	Huffman, Ray	Twelve Monkeys	1995	Plump Businessman
actor	Panzarella, John	Twelve Monkeys	1995	Agent No. 2
actor	Jeffreys, Chuck	Twelve Monkeys	1995	Thug No. 2
actor	Perillo, Joey	Twelve Monkeys	1995	Detective Franki
actor	Jones, Simon	Twelve Monkeys	1995	Zoologist
actor	Pire, Felix	Twelve Monkeys	1995	Fale
actor	Pitt, Brad	Twelve Monkeys	1995	Jeffrey Goines
actor	Kang, Stan	Twelve Monkeys	1995	X-Ray Doctor
actor	Plummer, Christopher	Twelve Monkeys	1995	Dr. Goines
actor	Price, Barry	Twelve Monkeys	1995	Agent No. 1
actor	Kirkpatrick, Bruce	Twelve Monkeys	1995	Policeman No. 1
actor	Korchenko	Twelve Monkeys	1995	Thug No. 1
actor	Raymond, Bill	Twelve Monkeys	1995	Microbiologist
actor	Abuba, Ernest	Twelve Monkeys	1995	Engineer
actor	Strother, Frederick	Twelve Monkeys	1995	L.J. Washington
actor	Adrian, Bob	Twelve Monkeys	1995	Geologist
actor	Tanner, Jeff	Twelve Monkeys	1995	Plain Clothes Cop
actor	Techman, Charles	Twelve Monkeys	1995	Professor
actor	Thigpen, Kevin	Twelve Monkeys	1995	Kweskin
actor	Walls, H. Michael	Twelve Monkeys	1995	Botanist
actor	Blaisse, John	Twelve Monkeys	1995	Old Man Patient
actor	Warner, Rick	Twelve Monkeys	1995	Dr. Casey
actor	Warren, Karl	Twelve Monkeys	1995	Pompous Man
actor	Williams, Wilfred	Twelve Monkeys	1995	Policeman No. 2
actor	Bridgewater, Stephen	Twelve Monkeys	1995	Airport Detective
actor	Willis, Bruce	Twelve Monkeys	1995	James Cole
actor	Brienza, Anthony 'Chip'	Twelve Monkeys	1995	Dr. Goodin
actor	Young, Rozwill	Twelve Monkeys	1995	Billings
actor	Campbell, Vernon	Twelve Monkeys	1995	Tiny
actor	Chance, Michael	Twelve Monkeys	1995	Scarface
actor	Ross, Matt	Twelve Monkeys	1995	Bee
actor	Roy, Thomas	Twelve Monkeys	1995	Evangelist
actor	Scalies, Charley	Twelve Monkeys	1995	Impatient Traveler
actor	Seda, Jon	Twelve Monkeys	1995	Jose
actor	Segal, Michael Ryan	Twelve Monkeys	1995	Weller
actor	Daly, Larry	Twelve Monkeys	1995	Agent No. 3
actor	Daniels, Lenny	Twelve Monkeys	1995	Airport Security No. 2
actor	Dias, Pat	Twelve Monkeys	1995	WWI Captain
actor	Dougherty, Jack	Twelve Monkeys	1995	Airport Security No. 1
movie	Unforgiven	1992
director	Eastwood, Clint	Unforgiven	1992
actress	Elliott, Beverley	Unforgiven	1992	Silky
actress	Fisher, Frances	Unforgiven	1992	Strawberry Alice
actress	Frederick, Tara	Unforgiven	1992	Little Sue
actress	Levasseur, Aline	Unforgiven	1992	Penny Munny
actress	Levine, Anna	Unforgiven	1992	Delilah Fitzgerald
actress	Repo-Martell, Liisa	Unforgiven	1992	Faith
actress	Cardinal, Cherrilene	Unforgiven	1992	Sally Two Trees
actress	Smith, Josie	Unforgiven	1992	Crow Creek Kate
actor	Eastwood, Clint	Unforgiven	1992	Bill Munny
actor	Freeman, Morgan	Unforgiven	1992	Ned Logan
actor	Mappin, Jefferson	Unforgiven	1992	Fatty Rossiter
actor	Marsh, Walter	Unforgiven	1992	Barber
actor	Maurer, Michael	Unforgiven	1992	Train Person #3
actor	Goossen, Greg	Unforgiven	1992	Fighter
actor	McLean, Paul Anthony	Unforgiven	1992	Train Person #1
actor	Meier, Shane	Unforgiven	1992	Will Munny
actor	Hackman, Gene	Unforgiven	1992	Little Bill Daggett
actor	Mina, Mina E.	Unforgiven	1992	Muddy Chandler
actor	Harris, Richard	Unforgiven	1992	English Bob
actor	Mucci, David	Unforgiven	1992	Quick Mike
actor	Hayes, Philip Maurice	Unforgiven	1992	Lippy MacGregor
actor	Munro, Lochlyn	Unforgiven	1992	Texas Slim
actor	Haynes, Blair	Unforgiven	1992	Paddy McGee
actor	Herman, James	Unforgiven	1992	Train Person #2
actor	Orrison, George	Unforgiven	1992	The Shadow
actor	James, Anthony	Unforgiven	1992	Skinny Dubois
actor	Joshua, Larry	Unforgiven	1992	Bucky
actor	Karas, Sam	Unforgiven	1992	Thirsty Thurston
actor	Pyper-Ferguson, John	Unforgiven	1992	Charley Hecker
actor	Ratchford, Jeremy	Unforgiven	1992	Deputy Andy Russell
actor	Koons, Robert	Unforgiven	1992	Crocker
actor	Kope, Henry	Unforgiven	1992	German Joe Schultz
actor	Turner, Frank C.	Unforgiven	1992	Fuzzy
actor	White, Ron	Unforgiven	1992	Clyde Ledbetter
actor	Woolvett, Jaimz	Unforgiven	1992	The 'Schofield Kid'
actor	Butler, Garner	Unforgiven	1992	Eggs Anderson
actor	Reese, Larry	Unforgiven	1992	Tom Luckinbill
actor	Campbell, Rob	Unforgiven	1992	Davey Bunting
actor	Cardinal, Ben	Unforgiven	1992	Johnny Foley
actor	Rubinek, Saul	Unforgiven	1992	W.W. Beauchamp
actor	Charrois, Michael	Unforgiven	1992	Wiggens
actor	Davidson, William	Unforgiven	1992	Buck Barthol
movie	Unknown	2011
director	Collet-Serra, Jaume	Unknown	2011
actress	Flieger, Janina	Unknown	2011	University Receptionist
actress	Hanold-Lynch, Heike	Unknown	2011	Lost & Found Clerk
actress	Hartung, Petra	Unknown	2011	Control Room Detective
actress	L�bau, Eva	Unknown	2011	Nurse Gretchen
actress	Mandeng, Annabelle	Unknown	2011	TV Anchor
actress	Jones, January	Unknown	2011	Elizabeth Harris
actress	Kruger, Diane	Unknown	2011	Gina
actress	Trippel, Karla	Unknown	2011	Hostel Cashier
actress	van Heteren, Sanny	Unknown	2011	Hotel Adlon Receptionist
actress	Wiebensohn, Helen	Unknown	2011	Laurel Bressler
actress	Schmidt-Schaller, Petra	Unknown	2011	Immigration Officer
actor	Dyer, Clint	Unknown	2011	Biko
actor	Lange, Oliver	Unknown	2011	Club DJ
actor	D�rner, Ricardo	Unknown	2011	Hotel Adlon Doorman
actor	Langella, Frank	Unknown	2011	Rodney Cole
actor	Erceg, Stipe	Unknown	2011	Jones
actor	Maral, Adnan	Unknown	2011	Turkish Taxi Driver
actor	Markovics, Karl	Unknown	2011	Dr. Farge
actor	Ganz, Bruno	Unknown	2011	Ernst J�rgen
actor	Michaelis, Torsten	Unknown	2011	Airport Taxi Driver
actor	Hamada, Mido	Unknown	2011	Prince Shada
actor	Neeson, Liam	Unknown	2011	Dr. Martin Harris
actor	Olschok, Herbert	Unknown	2011	Hans Brandt
actor	Pavic, Vladimir	Unknown	2011	Club Bouncer
actor	Putzke, Marlon	Unknown	2011	Hotel Adlon Bellhop
actor	Koch, Sebastian	Unknown	2011	Professor Bressler
actor	Quinn, Aidan	Unknown	2011	Martin B
actor	Ramadan, Kida Khodr	Unknown	2011	Caf� Owner
actor	Baral, Michael	Unknown	2011	Hotel Adlon Receptionist
actor	Becker, Peter	Unknown	2011	Hotel Guard
actor	Weidenh�fer, Matthias	Unknown	2011	Hotel Control Room Guard
actor	Bock, Rainer	Unknown	2011	Herr Strauss
actor	Wiebensohn, Merle	Unknown	2011	Lily Bressler
actor	Roth, Fritz	Unknown	2011	Taxi Depot Manager
actor	Schneider, Olivier	Unknown	2011	Smith
actor	Sellien, Rainer	Unknown	2011	Control Room Detective
actor	Stielke, Sebastian	Unknown	2011	Brandt's Assistant
actor	Stolz, Oliver	Unknown	2011	River Samaritan
movie	Up in the Air	2009
director	Reitman, Jason	Up in the Air	2009
actress	Mohr, Cari	Up in the Air	2009	Purser
actress	Morton, Amy	Up in the Air	2009	Kara Bingham
actress	Farmiga, Vera	Up in the Air	2009	Alex Goran
actress	Norman, Deborah L.	Up in the Air	2009	Terminated Employee
actress	Favaro, Jo Michelle	Up in the Air	2009	Terminated Employee
actress	Flaks, Jennifer	Up in the Air	2009	Wedding Cousin
actress	Flynn, Meagan	Up in the Air	2009	Flight Attendant
actress	Gorkiewicz, Marlene	Up in the Air	2009	Terminated Employee
actress	Lamping, Adrienne	Up in the Air	2009	Tammy
actress	Gutierrez, Ellen	Up in the Air	2009	Wedding Coordinator
actress	Lee, Michele	Up in the Air	2009	Conference Worker
actress	Lynskey, Melanie	Up in the Air	2009	Julie Bingham
actress	Maguire, Meghan	Up in the Air	2009	Business Woman
actress	Janiunas, Stephanie	Up in the Air	2009	Terminated Employee
actress	McGrane, Erin	Up in the Air	2009	Dianne
actress	Kendrick, Anna	Up in the Air	2009	Natalie Keener
actress	Kling, Courtney	Up in the Air	2009	Airport Clerk
actress	Ackermann, Laura	Up in the Air	2009	Check-in Lady
actress	Tungate, Tamara	Up in the Air	2009	Club Hostess
actress	Allison, Patricia	Up in the Air	2009	Terminated Employee
actress	Welsh-Krengel, Erin	Up in the Air	2009	Terminated Employee
actress	Bertha, Kelly	Up in the Air	2009	Terminated Employee
actress	Smith, Grace	Up in the Air	2009	Terminated Employee
actor	Lapinski, Scott	Up in the Air	2009	Terminated Employee
actor	Eastin, Steve	Up in the Air	2009	Samuels
actor	Elliott, Sam	Up in the Air	2009	Maynard Finch
actor	Engfer, Dave	Up in the Air	2009	Software Dude
actor	Lewis, K. Darnell	Up in the Air	2009	Terminated Employee
actor	Lowell, Chris	Up in the Air	2009	Kevin
actor	MacFadden, Lucas	Up in the Air	2009	Conference DJ
actor	Martilotti, Thomas M.	Up in the Air	2009	Terminated Employee
actor	Galifianakis, Zach	Up in the Air	2009	Steve
actor	McBride, Danny	Up in the Air	2009	Jim Miller
actor	Glantzman, Andy	Up in the Air	2009	Terminated Employee
actor	Goetz, Paul	Up in the Air	2009	Rental Car Assistant
actor	Mebruer, John	Up in the Air	2009	Band Leader
actor	Miles, Dustin	Up in the Air	2009	Ned
actor	Hill, Art	Up in the Air	2009	Terminated Employee
actor	O'Toole, Matt	Up in the Air	2009	Alex's Husband
actor	Phelan, Billy	Up in the Air	2009	Terminated Employee
actor	Pila, Kevin	Up in the Air	2009	Terminated Employee
actor	Kalyan, Adhir	Up in the Air	2009	Irate IT
actor	Bailey, Cozy	Up in the Air	2009	Terminated Employee
actor	Bartels, Casey	Up in the Air	2009	Terminated Employee
actor	Bateman, Jason	Up in the Air	2009	Craig Gregory
actor	Batten, George	Up in the Air	2009	Terminated Employee
actor	Vogel, Jerry	Up in the Air	2009	San Francisco Manager
actor	Weidlich, Wilbur	Up in the Air	2009	Terminated Employee
actor	Witzke, Jeff	Up in the Air	2009	Goalquest Host
actor	Yancey, Bill	Up in the Air	2009	Wedding Pastor
actor	Young, Marvin	Up in the Air	2009	Young MC
actor	Rose, Adam	Up in the Air	2009	Makeout Dave
actor	Clooney, George	Up in the Air	2009	Ryan Bingham
actor	Rybicki, David F.	Up in the Air	2009	Terminated Employee
actor	Conner, Lamorris	Up in the Air	2009	Terminated Employee
actor	David, Alan	Up in the Air	2009	Hilton Clerk
actor	Simmons, J.K.	Up in the Air	2009	Bob
actor	Sommers, Mark	Up in the Air	2009	Terminated Employee
movie	Wag the Dog	1997
director	Levinson, Barry	Wag the Dog	1997
actress	Moreau, Marguerite	Wag the Dog	1997	Teenage Girl in Audience
actress	Dunst, Kirsten	Wag the Dog	1997	Tracy Lime
actress	Elrod, Lu	Wag the Dog	1997	Southern Woman
actress	Fernandez, Giselle	Wag the Dog	1997	Female Press Person
actress	Garber, Hope	Wag the Dog	1997	Albanian Grandmother
actress	Plakson, Suzie	Wag the Dog	1997	Grace
actress	Gardner, Melissa	Wag the Dog	1997	Santa Fe Reporter
actress	Prestia, Shirley	Wag the Dog	1997	Crossfire Moderator
actress	Geraghty, Karen	Wag the Dog	1997	American Dream Singer
actress	Gross, Jennifer	Wag the Dog	1997	American Dream Singer
actress	Levinson, Michelle	Wag the Dog	1997	Faye
actress	Halvorsen, Wendy Lou	Wag the Dog	1997	American Dream Singer
actress	Heche, Anne	Wag the Dog	1997	Winifred Ames
actress	Manley, Jennifer	Wag the Dog	1997	Teenage Girl
actress	Martin, Andrea	Wag the Dog	1997	Liz Butsky
actress	Mellin, Maggie	Wag the Dog	1997	Mrs. Rose
actress	Menza, Gina	Wag the Dog	1997	Press Room Reporter
actress	Kemp, Stephanie	Wag the Dog	1997	Aide #1
actress	Afshan, Anais	Wag the Dog	1997	Albanian Girl
actress	Anzur, Terry	Wag the Dog	1997	Factory Reporter
actress	Warner, Edrie	Wag the Dog	1997	Judge
actress	Waters Willard, Maxine	Wag the Dog	1997	American Dream Singer
actress	Avant, Nicole	Wag the Dog	1997	American Dream Singer
actress	Waters, Julia	Wag the Dog	1997	American Dream Singer
actress	Byrne, Jenna	Wag the Dog	1997	Sharon
actress	Carter, Carmen	Wag the Dog	1997	American Dream Singer
actress	Crawford, Nikki	Wag the Dog	1997	Mom
actress	Cryer, Suzanne	Wag the Dog	1997	Amy Cain
actress	De Niro, Drena	Wag the Dog	1997	Gate Stewardess
actress	Devine, Christine	Wag the Dog	1997	Chicago Newscaster
actor	Lawson, Richard	Wag the Dog	1997	CIA Agent
actor	Leary, Denis	Wag the Dog	1997	Fad King
actor	Leno, Jay	Wag the Dog	1997	Jay Leno
actor	Levine, Jerry	Wag the Dog	1997	Media Guy #2
actor	Lumpkin, Furley	Wag the Dog	1997	Raking Dad #1
actor	Macy, William H.	Wag the Dog	1997	CIA Agent Charles Young
actor	Masterson, Sean	Wag the Dog	1997	Bob Richardson
actor	McCormack, J. Patrick	Wag the Dog	1997	Pilot
actor	McCoy, Ron	Wag the Dog	1997	Limo Driver
actor	Merle Haggard and the Strangers	Wag the Dog	1997	Performers
actor	Miller, Emmett	Wag the Dog	1997	News Break Reporter
actor	Morgan, Derek	Wag the Dog	1997	CIA Agent
actor	Morgan, Ed	Wag the Dog	1997	Store Owner
actor	Morris, Phil	Wag the Dog	1997	Co-Pilot
actor	Murray, Tom	Wag the Dog	1997	Aircraft Carrier Reporter
actor	Nelson, Willie	Wag the Dog	1997	Johnny Dean
actor	Tabakin, Ralph	Wag the Dog	1997	Southern Man
actor	Trudel, Billy	Wag the Dog	1997	American Dream Singer
actor	Vazquez, Alberto	Wag the Dog	1997	Combine Driver
actor	Vieha, Mark	Wag the Dog	1997	American Dream Singer
actor	Villani, Michael	Wag the Dog	1997	Male Commentator
actor	Waters, Oren	Wag the Dog	1997	American Dream Singer
actor	Williams, Harland	Wag the Dog	1997	Pet Wrangler
actor	Wilson, Warren	Wag the Dog	1997	Crossfire Interviewer
actor	Woods, Maurice	Wag the Dog	1997	Kid with Shoes
actor	Roleder, Garry R.	Wag the Dog	1997	USAF Chaplain
actor	Eaton, Lance	Wag the Dog	1997	American Dream Singer
actor	Saxton, Richard	Wag the Dog	1997	Chicago Newscaster #2
actor	Scarry, Rick	Wag the Dog	1997	White House Reporter
actor	Ellis, Chris	Wag the Dog	1997	Officer
actor	Esformes, Jack	Wag the Dog	1997	Aide #2
actor	Shearer, Jack	Wag the Dog	1997	Sklansky
actor	Fenton, Sean	Wag the Dog	1997	Raking Dad #2
actor	Franklin, John	Wag the Dog	1997	Jockey #1
actor	Staples, Roebuck 'Pops'	Wag the Dog	1997	Pops Staples
actor	Furlong, Kevin	Wag the Dog	1997	Jockey #2
actor	Gaynes, George	Wag the Dog	1997	Senator Cole
actor	Gilstrap, James	Wag the Dog	1997	American Dream Singer
actor	Haggard, Merle	Wag the Dog	1997	Merle Haggard
actor	Handel, Bill	Wag the Dog	1997	Andrews AFB Reporter
actor	Belson, Michael	Wag the Dog	1997	President
actor	Belushi, Jim	Wag the Dog	1997	Jim Belushi
actor	Harrelson, Woody	Wag the Dog	1997	Sergeant William Schumann
actor	Blake, Geoffrey	Wag the Dog	1997	Media Guy #1
actor	Higgins, John Michael	Wag the Dog	1997	John Levy
actor	B�hler, Tom	Wag the Dog	1997	American Dream Singer
actor	Hocke, Bernard	Wag the Dog	1997	Technician
actor	Hoffman, Dustin	Wag the Dog	1997	Stanley Motss
actor	Holiday, Anthony	Wag the Dog	1997	American Dream Singer
actor	Carter, Allen	Wag the Dog	1997	American Dream Singer
actor	Howard, Cliff B.	Wag the Dog	1997	Ranger
actor	Cho, John	Wag the Dog	1997	Aide #3
actor	Kalas, Brad	Wag the Dog	1997	American Dream Singer
actor	Cottle, Jason	Wag the Dog	1997	A.D.
actor	Cotton, Brant	Wag the Dog	1997	Sharon's Boyfriend
actor	Kern, Kenneth	Wag the Dog	1997	Nashville Engineer
actor	Koechner, David	Wag the Dog	1997	Director
actor	Davis, Michael Reid	Wag the Dog	1997	Aide #4
actor	De Niro, Robert	Wag the Dog	1997	Conrad Brean
movie	War Horse	2011
director	Spielberg, Steven	War Horse	2011
actress	Ogden, Beth	War Horse	2011	David Lyons' Girlfriend
actress	Ollerenshaw, Maggie	War Horse	2011	Narracott's Neighbor
actress	Watson, Emily	War Horse	2011	Rose Narracott
actress	Buckens, Celine	War Horse	2011	Emilie
actor	Kranz, Michael	War Horse	2011	Junior German Officer
actor	Kross, David	War Horse	2011	Gunther
actor	Laffan, Pat	War Horse	2011	Devon Farmer #2
actor	Lecas, Jean-Claude	War Horse	2011	Butcher
actor	Lydon, Gary	War Horse	2011	Si Easton
actor	Marsan, Eddie	War Horse	2011	Sgt. Fry
actor	McSorley, Gerard	War Horse	2011	Market Auctioneer
actor	Milne, Matt	War Horse	2011	Andrew Easton
actor	Mullan, Peter	War Horse	2011	Ted Narracott
actor	Nahon, Philippe	War Horse	2011	French Auctioneer
actor	O'Connor, Peter	War Horse	2011	British Trench Solder #2
actor	O'Neill, Seamus	War Horse	2011	Devon Farmer #1
actor	Pitts, Tony	War Horse	2011	Sgt. Martin
actor	P�tter, Trystan	War Horse	2011	German Trench Soldier #1
actor	Thewlis, David	War Horse	2011	Lyons
actor	Tomczyk, Markus	War Horse	2011	German Artillery Soldier
actor	Torrens, Pip	War Horse	2011	Maj. Tompkins
actor	Wadham, Julian	War Horse	2011	Trench Captain
actor	Wegener, Hannes	War Horse	2011	German Officer
actor	Williams, Alain	War Horse	2011	Hospital Orderly
actor	Zollner, Anian	War Horse	2011	Senior German Officer
actor	Ryan, Michael	War Horse	2011	British Trench Solder #1
actor	Sch�nemann, Hinnerk	War Horse	2011	German Soldier in No Man's Land
actor	Emms, Robert	War Horse	2011	David Lyons
actor	Harris, Johnny	War Horse	2011	Infantry Recruitment Officer
actor	Hiddleston, Tom	War Horse	2011	Capt. Nicholls
actor	Hill-Pearson, Philip	War Horse	2011	Wounded Soldier
actor	Holder, Ray	War Horse	2011	Fred Goddard
actor	Hussein, Irfan	War Horse	2011	Sgt. Maj. Singh
actor	H�lk, Sebastian	War Horse	2011	German Officer at Farm
actor	Alexander, Paul	War Horse	2011	Dave Hill
actor	Arestrup, Niels	War Horse	2011	Grandfather
actor	Armstrong, Callum	War Horse	2011	Bagpiper
actor	Arnold, Thomas	War Horse	2011	Shouting German Officer
actor	Bell, Geoff	War Horse	2011	Sgt. Sam Perkins
actor	Benedict, Peter	War Horse	2011	German Officer on Bridge
actor	Bennett, Edward	War Horse	2011	Cavalry Recruiting Officer
actor	Bock, Rainer	War Horse	2011	Brandt
actor	Brett, Justin	War Horse	2011	Motorbike Rider
actor	Bro, Nicolas	War Horse	2011	Friedrich
actor	Br�ckner, Maximilian	War Horse	2011	German Artillery Officer
actor	Burn, Tam Dean	War Horse	2011	Medic in Trench
actor	Carow, Leonard	War Horse	2011	Michael
actor	Cauthery, Gunnar Atli	War Horse	2011	German Trench Soldier #2
actor	Cumberbatch, Benedict	War Horse	2011	Maj. Jamie Stewart
actor	Cunningham, Liam	War Horse	2011	Army Doctor
actor	Dencik, David	War Horse	2011	Base Camp Officer
actor	Dew, Martin	War Horse	2011	Lyons' Cronie
actor	Irvine, Jeremy	War Horse	2011	Albert Narracott
actor	Kebbell, Toby	War Horse	2011	Geordie Soldier
actor	Kennedy, Patrick	War Horse	2011	Lt. Charlie Waverly
movie	War of the Worlds	2005
director	Spielberg, Steven	War of the Worlds	2005
actress	Monet, Camillia	War of the Worlds	2005	News Producer
actress	Nanavati, Asha R.	War of the Worlds	2005	Woman in Crowd
actress	Nelson, Kirsten	War of the Worlds	2005	Businesswoman
actress	Otto, Miranda	War of the Worlds	2005	Mary Ann
actress	Quintana, Ana Maria	War of the Worlds	2005	Crowd Onlooker
actress	Quist, Zoe	War of the Worlds	2005	Crowd Onlooker
actress	Lacey, Maggie	War of the Worlds	2005	Upset Mother
actress	LaVonn, Erika	War of the Worlds	2005	Photographer
actress	LaVoy, January	War of the Worlds	2005	Brazilian Neighbor's Wife
actress	Llee, Lorelei	War of the Worlds	2005	Crowd Onlooker
actress	Mayberry, Mariann	War of the Worlds	2005	Mother
actress	Taylor, Dendrie	War of the Worlds	2005	Well Meaning Mother
actress	Walter, Lisa Ann	War of the Worlds	2005	Bartender
actress	White, Julie	War of the Worlds	2005	Woman
actress	Robinson, Ann	War of the Worlds	2005	Grandmother
actress	Ryan, Amy	War of the Worlds	2005	Neighbor with Toddler
actress	Sample, Lisa	War of the Worlds	2005	Boston Survivor
actress	Spoke, Suanne	War of the Worlds	2005	Businesswoman
actress	Ebert, Marianne	War of the Worlds	2005	Hysterical Woman
actress	Fanning, Dakota	War of the Worlds	2005	Rachel Ferrier
actress	Fischer, Takayo	War of the Worlds	2005	Older Woman
actress	Garrett, Melody	War of the Worlds	2005	Older Woman
actress	Hohn, Amy	War of the Worlds	2005	Panicky Woman
actress	Hong, Elizabeth Jayne	War of the Worlds	2005	Teenager
actress	Johnson, Lauri	War of the Worlds	2005	Older Woman
actress	Abrams, Roz	War of the Worlds	2005	Herself
actress	Baker, Becky Ann	War of the Worlds	2005	Disaster Relief Volunteer
actress	Barry, Ellen	War of the Worlds	2005	Woman from Upstate
actress	Collins, Shanna	War of the Worlds	2005	Teenager
actor	Lazarre-White, Adam	War of the Worlds	2005	Crowd Onlooker
actor	Luna, Ricky	War of the Worlds	2005	War of the Worlds Soldier
actor	Manley, Mark	War of the Worlds	2005	Ferry Worker
actor	Morales, John N.	War of the Worlds	2005	Boston Soldier
actor	Pallo, Jorge-Luis	War of the Worlds	2005	Army Private
actor	Pappion, Dempsey	War of the Worlds	2005	Man in Basket
actor	Perez-Campbell, Joaquin	War of the Worlds	2005	Young Soldier in Tank
actor	Pugh, Sharrieff	War of the Worlds	2005	Man Studying Street
actor	Thomas, Terry	War of the Worlds	2005	Marine Major
actor	Todd, Chris	War of the Worlds	2005	Man in Basket
actor	Vassallo, Ed	War of the Worlds	2005	Intersection Guy
actor	Vazquez, Yul	War of the Worlds	2005	Julio
actor	Venito, Lenny	War of the Worlds	2005	Manny the Mechanic
actor	Wade, Travis Aaron	War of the Worlds	2005	War of the Worlds Soldier
actor	Walsh, Jerry	War of the Worlds	2005	Smart Guy
actor	Washington, Booker T.	War of the Worlds	2005	Conspiracy Debunker
actor	Welch, Christopher Evan	War of the Worlds	2005	Photographer
actor	Young, Marlon	War of the Worlds	2005	News Cameraman
actor	Ziskie, Dan	War of the Worlds	2005	Informative Guy
actor	Zuckerman, Eric	War of the Worlds	2005	Doomsday Guy
actor	Robbins, Tim	War of the Worlds	2005	Harlan Ogilvy
actor	Sardina, Rafael	War of the Worlds	2005	Mechanic's Assistant
actor	Schiff, Ed	War of the Worlds	2005	Older Man
actor	Scurti, John	War of the Worlds	2005	Ferry Captain
actor	Short, Columbus	War of the Worlds	2005	War of the Worlds Soldier
actor	Simpkins, Ty	War of the Worlds	2005	3 Year Old Boy
actor	DuMont, James	War of the Worlds	2005	Well-Meaning Father
actor	Eddins, John	War of the Worlds	2005	News Van Driver
actor	Faulcon, Kent	War of the Worlds	2005	War of the Worlds Soldier
actor	Ferrer, Miguel Antonio	War of the Worlds	2005	Brazilian Neighbor
actor	Franzese, Daniel	War of the Worlds	2005	National Guardsman
actor	Freeman, Morgan	War of the Worlds	2005	Narration
actor	Gerety, Peter	War of the Worlds	2005	Hatch Boss/Load Manager
actor	Gevedon, Stephen	War of the Worlds	2005	Neighbor with Lawnmower
actor	Gold, Daniel Eric	War of the Worlds	2005	Conspiracy Buff
actor	Gonzalez, Rick	War of the Worlds	2005	Vincent
actor	Guiffre, Tommy	War of the Worlds	2005	National Guardsman
actor	Halifax, B.C.	War of the Worlds	2005	War of the Worlds Soldier
actor	Hanna, Jim	War of the Worlds	2005	Bus Driver
actor	Harbour, David	War of the Worlds	2005	Dock Worker
actor	Hern�ndez, Juan Carlos	War of the Worlds	2005	Boston Soldier
actor	Hoch, Danny	War of the Worlds	2005	Intersection Guy Cop
actor	Howe, Tracy	War of the Worlds	2005	Crowd Onlooker
actor	Hutchinson, Jeffrey	War of the Worlds	2005	Man in Basket
actor	Jacobs, Daniel A.	War of the Worlds	2005	Younger Man
actor	Jermaine, Omar	War of the Worlds	2005	Man Holding Woman
actor	Kastl, Johnny	War of the Worlds	2005	Boston Soldier
actor	Kenny, Tom	War of the Worlds	2005	SpongeBob SquarePants
actor	Arthur, Michael	War of the Worlds	2005	Intersection Guy
actor	Barry, Gene	War of the Worlds	2005	Grandfather
actor	Basche, David Alan	War of the Worlds	2005	Tim
actor	Bolger, John Michael	War of the Worlds	2005	Man Holding Woman
actor	Bringhurst, Clay	War of the Worlds	2005	Airforce Pilot
actor	Brownlee, Michael	War of the Worlds	2005	TV Reporter, Osaka
actor	Chatwin, Justin	War of the Worlds	2005	Robbie
actor	Chudabala, Art	War of the Worlds	2005	Man in Basket
actor	Cicchini, Robert	War of the Worlds	2005	Guy in Suit
actor	Collins, Kevin	War of the Worlds	2005	Marine Major
actor	Conley, David	War of the Worlds	2005	Ill-Informed Guy
actor	Cruise, Tom	War of the Worlds	2005	Ray Ferrier
actor	D'Ambrosio, Vito	War of the Worlds	2005	Crowd Onlooker
actor	Derdoski Jr., Bruce W.	War of the Worlds	2005	Boston Soldier
movie	What About Bob?	1991
director	Oz, Frank	What About Bob?	1991
actress	Erbe, Kathryn	What About Bob?	1991	Anna Marvin
actress	Hagerty, Julie	What About Bob?	1991	Fay Marvin
